Name,Twitter_username,Account_start_time,Account_ID,Sex,Birthplace,Birthday,Age,Instagram_username,Political_party
Ken Buck,RepKenBuck,2014-11-05T00:00:00Z,2862577383,male,United States of America,1959-02-16T00:00:00Z,61.0,repkenbuck,Republican Party
Ken Buck,RepKenBuck,2014-11-05T00:00:00Z,2862577383,male,United States of America,1959-02-16T00:00:00Z,61.0,repkenbuck,Republican Party
Ken Calvert,KenCalvert,2009-03-02T00:00:00Z,22545491,male,United States of America,1953-06-08T00:00:00Z,67.0,repkencalvert,Republican Party
Ken Paxton,kenpaxtontx,2009-06-09T00:00:00Z,45840174,male,United States of America,1962-12-23T00:00:00Z,57.0,,Republican Party
Ken Salazar,kensalazar,2013-01-23T00:00:00Z,1112972713,male,United States of America,1955-03-02T00:00:00Z,65.0,,Democratic Party
Ken Stolle,kenstolle,2009-07-12T00:00:00Z,56256477,male,United States of America,1954-07-07T00:00:00Z,66.0,,Republican Party
Kendra Horn,RepKendraHorn,2017-06-30T00:00:00Z,880850093548687360,female,United States of America,1976-06-09T00:00:00Z,44.0,kendrahornforcongress,Democratic Party
Kendra Horn,hornforcongress,2017-06-30T00:00:00Z,880850093548687360,female,United States of America,1976-06-09T00:00:00Z,44.0,kendrahornforcongress,Democratic Party
Kendra Horn,RepKendraHorn,2019-01-09T00:00:00Z,1083019402046513152,female,United States of America,1976-06-09T00:00:00Z,44.0,kendrahornforcongress,Democratic Party
Kendra Horn,hornforcongress,2019-01-09T00:00:00Z,1083019402046513152,female,United States of America,1976-06-09T00:00:00Z,44.0,kendrahornforcongress,Democratic Party
Kenneth Mapp,governormapp,2015-05-15T00:00:00Z,3196634042,male,United States of America,1955-11-02T00:00:00Z,65.0,,independent politician
Kenny Marchant,RepKenMarchant,2009-03-12T00:00:00Z,23976316,male,United States of America,1951-02-23T00:00:00Z,69.0,,Republican Party
Kent Conrad,KentConrad,2010-07-02T00:00:00Z,162113704,male,United States of America,1948-03-12T00:00:00Z,72.0,,Democratic Party
Kevin Brady,RepKevinBrady,2009-02-02T00:00:00Z,19926675,male,United States of America,1955-04-11T00:00:00Z,65.0,repkevinbrady,Republican Party
Kevin Cramer,kevincramer,2009-04-01T00:00:00Z,28267055,male,United States of America,1961-01-21T00:00:00Z,59.0,repkevincramer,Republican Party
Kevin Cramer,kevincramer,2009-04-01T00:00:00Z,28267055,male,United States of America,1961-01-21T00:00:00Z,59.0,repkevincramer,North Dakota Republican Party
Kevin Cramer,kevincramer,2009-04-01T00:00:00Z,28267055,male,United States of America,1961-01-21T00:00:00Z,59.0,repkevincramer,Republican Party
Kevin Cramer,kevincramer,2009-04-01T00:00:00Z,28267055,male,United States of America,1961-01-21T00:00:00Z,59.0,repkevincramer,North Dakota Republican Party
Kevin Faulconer,Kevin_Faulconer,2009-06-18T00:00:00Z,48534208,male,United States of America,1967-01-24T00:00:00Z,53.0,,Republican Party
Kevin Hern,repkevinhern,2018-11-28T00:00:00Z,1067818539179024386,male,United States of America,1961-12-04T00:00:00Z,58.0,,Republican Party
Kevin McCarthy,gopleader,2009-01-29T00:00:00Z,19739126,male,United States of America,1965-01-26T00:00:00Z,55.0,repkevinmccarthy,Republican Party
Kevin Parker,SenatorParker,2008-12-03T00:00:00Z,17845781,male,United States of America,1967-03-06T00:00:00Z,53.0,,Democratic Party
Kevin Stitt,GovStitt,,,male,United States of America,1972-12-28T00:00:00Z,47.0,,Republican Party
Kevin Stitt,GovStitt,2017-05-18T00:00:00Z,865210877678686208,male,United States of America,1972-12-28T00:00:00Z,47.0,,Republican Party
Kevin Yoder,RepKevinYoder,,,male,United States of America,1976-01-08T00:00:00Z,44.0,repkevinyoder,Republican Party
Kevin de León,kdeleon,2009-04-13T00:00:00Z,30815935,male,United States of America,1966-12-10T00:00:00Z,53.0,,Democratic Party
Kiki Curls,kikicurls,2009-04-10T00:00:00Z,30384520,female,United States of America,1968-07-12T00:00:00Z,52.0,,Democratic Party
Kim Foxx,SAKimFoxx,2017-02-25T00:00:00Z,835541253601308672,female,United States of America,1972-04-01T00:00:00Z,48.0,kim_foxx,Democratic Party
Kim Reynolds,KimReynoldsIA,,,female,United States of America,1959-08-04T00:00:00Z,61.0,kimreynoldsia,Republican Party
Kim Schrier,RepKimSchrier,2019-01-02T00:00:00Z,1080462532815532032,female,United States of America,1968-08-23T00:00:00Z,52.0,,Democratic Party
Kim Wyman,KimWyman12,2011-06-29T00:00:00Z,326408771,female,United States of America,1962-07-15T00:00:00Z,58.0,,Republican Party
Kionne L. McGhee,kionnemcghee,2009-04-18T00:00:00Z,32820923,male,United States of America,1977-11-23T00:00:00Z,42.0,,Democratic Party
Kirk Caldwell,MayorKirkHNL,,,male,United States of America,1952-09-04T00:00:00Z,68.0,mayorkirkhnl,Democratic Party
Kirk Watson,kirkpwatson,2010-01-07T00:00:00Z,102792727,male,United States of America,1958-03-18T00:00:00Z,62.0,kirkpwatson,Democratic Party
Kirsten Gillibrand,SenGillibrand,2009-09-07T00:00:00Z,72198806,female,United States of America,1966-12-09T00:00:00Z,53.0,kirstengillibrand,Democratic Party
Kristi Noem,govkristinoem,2011-01-07T00:00:00Z,235251868,female,United States of America,1971-11-30T00:00:00Z,48.0,repkristinoem,Republican Party
Kristina Keneally,KKeneally,2009-01-12T00:00:00Z,18925120,female,United States of America,1968-12-19T00:00:00Z,51.0,senatorkeneally,Australian Labor Party
Krystal Ball,krystalball,2009-02-25T00:00:00Z,21862217,female,United States of America,1981-11-24T00:00:00Z,38.0,krystalmball,Democratic Party
Kshama Sawant,cmkshama,2014-01-03T00:00:00Z,2274777314,female,India,1973-10-15T00:00:00Z,47.0,cm.kshama,Socialist Alternative
Kurt Daudt,kdaudt,2008-09-02T00:00:00Z,16100125,male,United States of America,1973-09-26T00:00:00Z,47.0,,Republican Party
Kurt Schrader,RepSchrader,2009-02-10T00:00:00Z,20545793,male,United States of America,1951-10-19T00:00:00Z,69.0,,Democratic Party
Kwame Raoul,kwameraoul,2011-01-16T00:00:00Z,239211082,male,United States of America,1964-09-30T00:00:00Z,56.0,,Democratic Party
Kylie Oversen,KylieOversen,2012-07-02T00:00:00Z,624883838,female,United States of America,1989-03-02T00:00:00Z,31.0,kylie_oversen,Democratic Party
Kyrsten Sinema,SenatorSinema,2013-01-11T00:00:00Z,1080844782,female,United States of America,1976-07-12T00:00:00Z,44.0,repsinema,Democratic Party
LaToya Cantrell,mayorcantrell,2018-05-03T00:00:00Z,992056970248183808,female,United States of America,1972-04-03T00:00:00Z,48.0,mayorcantrell,Democratic Party
Lamar Alexander,SenAlexander,2009-09-23T00:00:00Z,76649729,male,United States of America,1940-07-03T00:00:00Z,80.0,senlamaralexander,Republican Party
Lamar S. Smith,LamarSmithTX21,2008-08-14T00:00:00Z,15856366,male,United States of America,1947-11-19T00:00:00Z,72.0,,Republican Party
Lamont Bagby,delegatebagby,2009-12-11T00:00:00Z,96161390,male,United States of America,1976-12-21T00:00:00Z,43.0,,Democratic Party
Lance Gooden,Lancegooden,2018-08-13T00:00:00Z,1029094268542099457,male,United States of America,1982-12-01T00:00:00Z,37.0,,Republican Party
Larry Bucshon,RepLarryBucshon,2011-01-06T00:00:00Z,234812598,male,United States of America,1962-05-31T00:00:00Z,58.0,,Republican Party
Larry Farnese,larryfarnese,2012-01-18T00:00:00Z,467208985,male,United States of America,1968-06-01T00:00:00Z,52.0,larry_farnese,Democratic Party
Larry Hogan,LarryHogan,2011-04-10T00:00:00Z,280121510,male,United States of America,1956-05-25T00:00:00Z,64.0,larryhogan,Republican Party
Larry Pratt,larrypratt,2008-12-17T00:00:00Z,18206234,male,United States of America,1942-11-13T00:00:00Z,78.0,,Republican Party
Larry Pratt,larrypratt,2008-12-17T00:00:00Z,18206234,male,United States of America,1942-11-13T00:00:00Z,78.0,,Constitution Party
Larry Pressler,larrypressler,2014-03-14T00:00:00Z,2389851715,male,United States of America,1942-03-29T00:00:00Z,78.0,,Republican Party
Lashrecse Aird,delegateaird,2016-07-07T00:00:00Z,751075331801485313,female,United States of America,1986-06-22T00:00:00Z,34.0,,Democratic Party
Laura Bush,laurawbush,2010-04-09T00:00:00Z,131204770,female,United States of America,1946-11-04T00:00:00Z,74.0,,Republican Party
Laura Kelly,GovLauraKelly,2018-09-13T00:00:00Z,1040058893907513344,female,United States of America,1950-01-24T00:00:00Z,70.0,govlaurakelly,Democratic Party
Lauren Cheape,laurencheape,,,female,United States of America,1987-08-16T00:00:00Z,33.0,,Republican Party
Lauren Underwood,LUnderwood630,,,female,United States of America,1986-10-04T00:00:00Z,34.0,,Democratic Party
Lawrence Lessig,lessig,2007-12-20T00:00:00Z,11388132,male,United States of America,1961-06-03T00:00:00Z,59.0,,Democratic Party
Lawrence Summers,LHSummers,2011-01-10T00:00:00Z,236526490,male,United States of America,1954-11-30T00:00:00Z,65.0,,Democratic Party
Lea Whitford,WhitfordLea,2013-10-04T00:00:00Z,1935131730,female,United States of America,1966-03-01T00:00:00Z,54.0,,Democratic Party
Leah Vukmir,LeahVukmir,2009-04-05T00:00:00Z,28946201,female,United States of America,1958-04-26T00:00:00Z,62.0,,Republican Party
Lee J. Carter,carterforva,2016-01-31T00:00:00Z,4842843378,male,United States of America,1987-06-02T00:00:00Z,33.0,,Democratic Party
Lee Zeldin,RepLeeZeldin,2014-08-20T00:00:00Z,2750127259,male,United States of America,1980-01-30T00:00:00Z,40.0,,Republican Party
Len Suzio,senatorsuzio,2011-10-12T00:00:00Z,389630751,male,United States of America,1948-01-04T00:00:00Z,72.0,,Republican Party
Lena Taylor,SenTaylor,2009-07-07T00:00:00Z,54635428,female,United States of America,1966-07-25T00:00:00Z,54.0,,Democratic Party
Leonard Lance,RepLanceNJ7,2012-06-20T00:00:00Z,613725908,male,United States of America,1952-06-25T00:00:00Z,68.0,,Republican Party
Les Adams,LesAdamsVA,2013-04-11T00:00:00Z,1345917452,male,United States of America,1974-06-18T00:00:00Z,46.0,,Republican Party
Lesley Cohen,Cohen4AD29,2013-12-15T00:00:00Z,2247906445,female,United States of America,1970-12-22T00:00:00Z,49.0,,Democratic Party
Leslie Feinberg,lesliefeinberg,,,transgender female,United States of America,1949-09-01T00:00:00Z,71.0,,Workers World Party
Leslie Munger,LeslieMungerIL,2015-01-09T00:00:00Z,2969913886,female,United States of America,1956-09-05T00:00:00Z,64.0,,Republican Party
Leslie Rutledge,LeslieRutledge,2009-02-13T00:00:00Z,20776505,female,United States of America,1976-06-09T00:00:00Z,44.0,,Republican Party
Letitia James,TishJames,2009-04-03T00:00:00Z,28502793,female,United States of America,1962-10-17T00:00:00Z,58.0,tishjames2018,Working Families Party
Letitia James,TishJames,2009-04-03T00:00:00Z,28502793,female,United States of America,1962-10-17T00:00:00Z,58.0,tishjames2018,Democratic Party
Levar Stoney,LevarStoney,2010-02-10T00:00:00Z,113191401,male,United States of America,1981-03-20T00:00:00Z,39.0,,Democratic Party
Libby Schaaf,LibbySchaaf,2013-12-02T00:00:00Z,2227281840,female,United States of America,1965-11-12T00:00:00Z,55.0,libbyschaaf,Democratic Party
Lina Hidalgo,Lina4HC,,,female,Colombia,1991-02-19T00:00:00Z,29.0,lina4hc,Texas Democratic Party
Lina Hidalgo,JudgeHidalgo,,,female,Colombia,1991-02-19T00:00:00Z,29.0,lina4hc,Texas Democratic Party
Lina Hidalgo,Lina4HC,,,female,Colombia,1991-02-19T00:00:00Z,29.0,lina4hc,Democratic Party
Lina Hidalgo,JudgeHidalgo,,,female,Colombia,1991-02-19T00:00:00Z,29.0,lina4hc,Democratic Party
Lina Hidalgo,Lina4HC,,,female,Colombia,1991-02-19T00:00:00Z,29.0,lina4hc,Texas Democratic Party
Lina Hidalgo,JudgeHidalgo,,,female,Colombia,1991-02-19T00:00:00Z,29.0,lina4hc,Texas Democratic Party
Lina Hidalgo,Lina4HC,,,female,Colombia,1991-02-19T00:00:00Z,29.0,lina4hc,Democratic Party
Lina Hidalgo,JudgeHidalgo,,,female,Colombia,1991-02-19T00:00:00Z,29.0,lina4hc,Democratic Party
Lincoln Chafee,lincolnchafee,2009-11-13T00:00:00Z,89781370,male,United States of America,1953-03-26T00:00:00Z,67.0,lincchafee,Democratic Party
Linda Coleman,LindaForNC,2012-02-10T00:00:00Z,488560862,female,United States of America,1949-07-12T00:00:00Z,71.0,,Democratic Party
Linda McMahon,Linda_McMahon,2009-08-13T00:00:00Z,65522706,female,United States of America,1948-10-04T00:00:00Z,72.0,,Republican Party
Linda McMahon,Linda_McMahon,2009-08-13T00:00:00Z,65522706,female,United States of America,1948-10-04T00:00:00Z,72.0,,Connecticut Republican Party
Linda Sánchez,replindasanchez,2011-06-06T00:00:00Z,312134473,female,United States of America,1969-01-28T00:00:00Z,51.0,replindasanchez,Democratic Party
Lindsey Graham,LindseyGrahamSC,2011-12-09T00:00:00Z,432895323,male,United States of America,1955-07-09T00:00:00Z,65.0,lindseygrahamsc,Republican Party
Lisa Blunt Rochester,LisaBRochester,2015-10-26T00:00:00Z,4049197462,female,United States of America,1962-02-10T00:00:00Z,58.0,,Democratic Party
Lisa Brown,lisa4congress,2019-03-26T00:00:00Z,1110437704230207488,female,United States of America,1956-10-09T00:00:00Z,64.0,,Democratic Party
Lisa Murkowski,lisamurkowski,2008-12-11T00:00:00Z,18061669,female,United States of America,1957-05-22T00:00:00Z,63.0,senlisamurkowski,Republican Party
Lisa P. Jackson,lisapjackson,2013-02-15T00:00:00Z,1182675871,female,United States of America,1962-02-08T00:00:00Z,58.0,,Democratic Party
Liz Malia,replizmalia,,,female,United States of America,1949-09-30T00:00:00Z,71.0,,Democratic Party
Lizzie Pannill Fletcher,RepFletcher,2018-12-21T00:00:00Z,1075904377221722113,female,United States of America,1975-02-13T00:00:00Z,45.0,repfletcher,Democratic Party
Lloyd Doggett,RepLloydDoggett,2010-06-09T00:00:00Z,153944899,male,United States of America,1946-10-06T00:00:00Z,74.0,replloyddoggett,Democratic Party
Lloyd Smucker,RepSmucker,2009-05-20T00:00:00Z,41417564,male,United States of America,1964-01-23T00:00:00Z,56.0,,Republican Party
Lois Capps,RepLoisCapps,2011-05-04T00:00:00Z,292990703,female,United States of America,1938-01-10T00:00:00Z,82.0,,Democratic Party
Lois Frankel,RepLoisFrankel,2013-01-10T00:00:00Z,1077121945,female,United States of America,1948-05-17T00:00:00Z,72.0,reploisfrankel,Democratic Party
London Breed,londonbreed,2014-12-12T00:00:00Z,2927379996,female,United States of America,1974-08-11T00:00:00Z,46.0,londonbreed,Democratic Party
Loretta Lynch,LorettaLynch,2017-01-30T00:00:00Z,826086636979122177,female,United States of America,1959-05-21T00:00:00Z,61.0,,Democratic Party
Loretta Sanchez,LorettaSanchez,2010-01-25T00:00:00Z,108376246,female,United States of America,1960-01-07T00:00:00Z,60.0,,Democratic Party
Lori Ehrlich,RepLoriEhrlich,,,female,United States of America,1963-06-09T00:00:00Z,57.0,,Democratic Party
Lori Lightfoot,LightfootForChi,,,female,United States of America,1962-08-04T00:00:00Z,58.0,lightfootforchi,Democratic Party
Lori Trahan,RepLoriTrahan,2018-12-31T00:00:00Z,1079802482640019456,female,United States of America,1973-10-27T00:00:00Z,47.0,,Democratic Party
Lorraine Cortés-Vázquez,LorraineCortesV,2011-07-27T00:00:00Z,343513430,female,United States of America,2000-01-01T00:00:00Z,20.0,,Democratic Party
Lou Barletta,RepLouBarletta,2011-01-18T00:00:00Z,239871673,male,United States of America,1956-01-28T00:00:00Z,64.0,,Republican Party
Lou Correa,reploucorrea,2017-01-02T00:00:00Z,815985039485837312,male,United States of America,1958-01-24T00:00:00Z,62.0,reploucorrea,Democratic Party
Lou Correa,reploucorrea,2017-01-02T00:00:00Z,815985039485837312,male,United States of America,1958-01-24T00:00:00Z,62.0,reploucorrea,Democratic Party
Lou Leon Guerrero,magahagaguam,,,female,United States of America,1950-11-08T00:00:00Z,70.0,,Democratic Party of Guam
Louie Gohmert,RepLouieGohmert,2009-02-26T00:00:00Z,22055226,male,United States of America,1953-08-18T00:00:00Z,67.0,replouiegohmert,Republican Party
Louise Lucas,SenLouiseLucas,2011-02-10T00:00:00Z,250185710,female,United States of America,1944-01-22T00:00:00Z,76.0,,Democratic Party
Louise Slaughter,louiseslaughter,2009-08-05T00:00:00Z,63169388,female,United States of America,1929-08-14T00:00:00Z,91.0,louisemslaughter,Democratic Party
Lucille Roybal-Allard,RepRoybalAllard,2012-01-31T00:00:00Z,479872233,female,United States of America,1941-06-12T00:00:00Z,79.0,reproybalallard,Democratic Party
Lucy McBath,RepLucyMcBath,2019-01-07T00:00:00Z,1082380458976051202,female,United States of America,1960-06-01T00:00:00Z,60.0,,Democratic Party
Luis Gutiérrez,LuisGutierrez,2011-06-22T00:00:00Z,322013313,male,United States of America,1953-12-10T00:00:00Z,66.0,,Democratic Party
Luke Messer,RepLukeMesser,,,male,United States of America,1969-02-27T00:00:00Z,51.0,,Republican Party
Luke Ravenstahl,luke_ravenstahl,,,male,United States of America,1980-02-06T00:00:00Z,40.0,,Democratic Party
Luke Torian,DelegateTorian,2017-09-25T00:00:00Z,912468145570504705,male,United States of America,1958-05-30T00:00:00Z,62.0,,Democratic Party
Lupe Valdez,LupeValdez,2012-06-13T00:00:00Z,607721548,female,United States of America,1947-10-11T00:00:00Z,73.0,,Democratic Party
Luther Strange,SenatorStrange,2017-02-09T00:00:00Z,829794295355940866,male,United States of America,1953-03-01T00:00:00Z,67.0,,Republican Party
Lyda Krewson,LydaKrewson,,,female,United States of America,1953-01-13T00:00:00Z,67.0,lydakrewsonstl,Democratic Party
Lyndon Carlson,RepCarlson,2017-02-28T00:00:00Z,836623463230156800,male,United States of America,1940-04-18T00:00:00Z,80.0,,Democratic Party
Lyndon Carlson,RepCarlson,2017-02-28T00:00:00Z,836623463230156800,male,United States of America,1940-04-18T00:00:00Z,80.0,,Minnesota Democratic–Farmer–Labor Party
Lynn Jenkins,RepLynnJenkins,,t2086248539,female,United States of America,1963-06-10T00:00:00Z,57.0,replynnjenkins,Republican Party
Lynn Westmoreland,RepWestmoreland,,t2086306000,male,United States of America,1950-04-02T00:00:00Z,70.0,,Republican Party
Lynne Patton,LynnePattonHUD,2009-03-19T00:00:00Z,25413556,female,United States of America,1973-01-01T00:00:00Z,47.0,lynnepatton,Republican Party
Lynne Patton,LynnePatton,2009-03-19T00:00:00Z,25413556,female,United States of America,1973-01-01T00:00:00Z,47.0,lynnepatton,Republican Party
Lynne Patton,LynnePattonHUD,2017-01-31T00:00:00Z,826404252272693248,female,United States of America,1973-01-01T00:00:00Z,47.0,lynnepatton,Republican Party
Lynne Patton,LynnePatton,2017-01-31T00:00:00Z,826404252272693248,female,United States of America,1973-01-01T00:00:00Z,47.0,lynnepatton,Republican Party
Mac Schneider,mac4northdakota,2017-06-25T00:00:00Z,879127520423096320,male,United States of America,1979-03-27T00:00:00Z,41.0,,Democratic Party
Mac Thornberry,MacTXPress,2011-09-21T00:00:00Z,377534571,male,United States of America,1958-07-15T00:00:00Z,62.0,,Republican Party
Macon Phillips,IIPCoordinator,2010-02-02T00:00:00Z,110823581,male,United States of America,1978-06-29T00:00:00Z,42.0,,Democratic Party
Madeleine Albright,madeleine,2013-08-28T00:00:00Z,1707321486,female,Czech Republic,1937-05-15T00:00:00Z,83.0,,Democratic Party
Madeleine Dean,RepDean,2012-04-30T00:00:00Z,567508925,female,United States of America,1959-06-06T00:00:00Z,61.0,,Democratic Party
Madeleine Dean,RepDean,2017-11-29T00:00:00Z,935717078966964228,female,United States of America,1959-06-06T00:00:00Z,61.0,,Democratic Party
Madeleine Dean,RepDean,,t2103615748,female,United States of America,1959-06-06T00:00:00Z,61.0,,Democratic Party
Madeleine Dean,MadeleineDean,2012-04-30T00:00:00Z,567508925,female,United States of America,1959-06-06T00:00:00Z,61.0,,Democratic Party
Madeleine Dean,MadeleineDean,2017-11-29T00:00:00Z,935717078966964228,female,United States of America,1959-06-06T00:00:00Z,61.0,,Democratic Party
Madeleine Dean,MadeleineDean,,t2103615748,female,United States of America,1959-06-06T00:00:00Z,61.0,,Democratic Party
Madeleine M. Kunin,MadeleineKunin,2012-01-16T00:00:00Z,465807944,female,Switzerland,1933-09-28T00:00:00Z,87.0,,Democratic Party
Madeline Rogero,Mayorrogero,2011-12-14T00:00:00Z,437198530,female,United States of America,1952-07-26T00:00:00Z,68.0,,Democratic Party
Madison Cawthorn,CawthornforNC,,,male,United States of America,1995-08-01T00:00:00Z,25.0,,Republican Party
Maggie Hassan,maggie_hassan,2011-08-24T00:00:00Z,361569788,female,United States of America,1958-02-27T00:00:00Z,62.0,,Democratic Party
Maggie Hassan,SenatorHassan,2011-08-24T00:00:00Z,361569788,female,United States of America,1958-02-27T00:00:00Z,62.0,,Democratic Party
Maggie Hassan,maggie_hassan,2012-11-13T00:00:00Z,946549322,female,United States of America,1958-02-27T00:00:00Z,62.0,,Democratic Party
Maggie Hassan,SenatorHassan,2012-11-13T00:00:00Z,946549322,female,United States of America,1958-02-27T00:00:00Z,62.0,,Democratic Party
Mahlon Mitchell,MahlonMitchell,2011-07-11T00:00:00Z,333150431,male,United States of America,1977-02-24T00:00:00Z,43.0,,Democratic Party
Malcolm Smith,MalcSmitty,2010-03-06T00:00:00Z,120550155,male,United States of America,1956-08-09T00:00:00Z,64.0,,Democratic Party
Malia Cohen,MaliaCohen,2009-11-30T00:00:00Z,93744888,female,United States of America,1977-12-16T00:00:00Z,42.0,malia.cohen,Democratic Party
Marc Elrich,Marc_Elrich,,,male,United States of America,1949-11-02T00:00:00Z,71.0,marc.elrich,Democratic Party
Marc Miller,MarcMillerVM,2013-09-19T00:00:00Z,1882871270,male,Canada,1971-03-12T00:00:00Z,49.0,marcmillervillemarie,Liberal Party of Canada
Marc R. Pacheco,MarcRPacheco,,,male,United States of America,1952-10-29T00:00:00Z,68.0,,Democratic Party
Marc Veasey,RepVeasey,2013-01-09T00:00:00Z,1074129612,male,United States of America,1971-01-03T00:00:00Z,49.0,repveasey,Democratic Party
Marcia Fudge,mlfudge,2010-06-08T00:00:00Z,153486399,female,United States of America,1952-10-29T00:00:00Z,68.0,repmarciafudge,Democratic Party
Marcia Fudge,RepMarciaFudge,2010-06-08T00:00:00Z,153486399,female,United States of America,1952-10-29T00:00:00Z,68.0,repmarciafudge,Democratic Party
Marcia Fudge,mlfudge,2009-01-09T00:00:00Z,18829123,female,United States of America,1952-10-29T00:00:00Z,68.0,repmarciafudge,Democratic Party
Marcia Fudge,RepMarciaFudge,2009-01-09T00:00:00Z,18829123,female,United States of America,1952-10-29T00:00:00Z,68.0,repmarciafudge,Democratic Party
Marco Rubio,marcorubio,2008-08-05T00:00:00Z,15745368,male,United States of America,1971-05-28T00:00:00Z,49.0,marcorubiofla,Republican Party
Marcos Devers,MarcosDevers,,,male,Dominican Republic,1950-10-25T00:00:00Z,70.0,,Democratic Party
Marcus Molinaro,marcmolinaro,2008-11-24T00:00:00Z,17581393,male,United States of America,1975-10-08T00:00:00Z,45.0,marcmolinarony,Republican Party
Marcus Simon,marcussimon,2008-04-21T00:00:00Z,14466551,male,United States of America,1970-07-01T00:00:00Z,50.0,,Democratic Party
Marcy Kaptur,RepMarcyKaptur,2012-05-15T00:00:00Z,581141508,female,United States of America,1946-06-17T00:00:00Z,74.0,repmarcykaptur,Democratic Party
Margaret Ransone,MargaretRansone,2014-08-19T00:00:00Z,2746183652,female,United States of America,1973-04-24T00:00:00Z,47.0,,Republican Party
Maria Cantwell,SenatorCantwell,2010-02-25T00:00:00Z,117501995,female,United States of America,1958-10-13T00:00:00Z,62.0,,Democratic Party
Maria Chappelle-Nadal,MariaChappelleN,2009-10-16T00:00:00Z,83039463,female,United States of America,1974-10-03T00:00:00Z,46.0,,Democratic Party
Maria Walsh,MariaWalshEU,2015-06-29T00:00:00Z,3350861938,female,United States of America,1987-06-11T00:00:00Z,33.0,honorawalsh,Fine Gael
Maria Walsh,MariaWalshEU,2015-06-29T00:00:00Z,3350861938,female,United States of America,1987-06-11T00:00:00Z,33.0,mariawalsheu,Fine Gael
Marianne Williamson,marwilliamson,2009-02-21T00:00:00Z,21522338,female,United States of America,1952-07-08T00:00:00Z,68.0,mariannewilliamson,Democratic Party
Mariannette Miller-Meeks,millermeeks,2008-12-14T00:00:00Z,18131106,female,United States of America,1955-09-06T00:00:00Z,65.0,,Republican Party of Iowa
Marie Waldron,MarieWaldron75,2009-02-04T00:00:00Z,20078631,female,United States of America,1960-03-28T00:00:00Z,60.0,,Republican Party
Marie Waldron,MarieWaldron75,2009-02-04T00:00:00Z,20078631,female,United States of America,1960-03-28T00:00:00Z,60.0,,California Republican Party
Mario Díaz-Balart,MarioDB,2009-05-01T00:00:00Z,37094727,male,United States of America,1961-09-25T00:00:00Z,59.0,repmariodb,Republican Party
Mario Díaz-Balart,MarioDB,2009-05-01T00:00:00Z,37094727,male,United States of America,1961-09-25T00:00:00Z,59.0,repmariodb,Democratic Party
Mark Amodei,MarkAmodeiNV2,2011-11-01T00:00:00Z,402719755,male,United States of America,1958-06-12T00:00:00Z,62.0,markamodeinv2,Republican Party
Mark Begich,MarkBegich,2008-04-10T00:00:00Z,14354562,male,United States of America,1962-03-30T00:00:00Z,58.0,,Democratic Party
Mark Cole,MarkColeVA,2013-08-27T00:00:00Z,1706107621,male,United States of America,1958-06-06T00:00:00Z,62.0,,Republican Party
Mark D. Sickles,MarkSicklesVA,2008-12-03T00:00:00Z,17846914,male,United States of America,1957-02-18T00:00:00Z,63.0,,Democratic Party
Mark Dayton,govmarkdayton,2010-11-16T00:00:00Z,216481299,male,United States of America,1947-01-26T00:00:00Z,73.0,,Democratic Party
Mark Dayton,govmarkdayton,2010-11-16T00:00:00Z,216481299,male,United States of America,1947-01-26T00:00:00Z,73.0,,Minnesota Democratic–Farmer–Labor Party
Mark DeSaulnier,RepDeSaulnier,2015-01-08T00:00:00Z,2968007206,male,United States of America,1952-03-31T00:00:00Z,68.0,repdesaulnier,Republican Party
Mark DeSaulnier,RepDeSaulnier,2015-01-08T00:00:00Z,2968007206,male,United States of America,1952-03-31T00:00:00Z,68.0,repdesaulnier,Democratic Party
Mark DeSaulnier,RepDeSaulnier,2015-01-08T00:00:00Z,2968007206,male,United States of America,1952-03-31T00:00:00Z,68.0,repdesaulnier,California Democratic Party
Mark Everson,markforamerica,2015-01-25T00:00:00Z,2998799499,male,United States of America,1954-09-10T00:00:00Z,66.0,markforamerica,Republican Party
Mark Farrell,MarkFarrellSF,2009-02-23T00:00:00Z,21719692,male,United States of America,1974-03-15T00:00:00Z,46.0,,Democratic Party
Mark Green,RepMarkGreen,2019-01-02T00:00:00Z,1080477288955826176,male,United States of America,1964-11-08T00:00:00Z,56.0,,Republican Party
Mark Harris,markharrisnc9,2013-09-19T00:00:00Z,1884515737,male,United States of America,1966-04-24T00:00:00Z,54.0,,Republican Party
Mark Hutchison,Hutch4Nevada,2012-01-10T00:00:00Z,460768322,male,United States of America,1963-05-05T00:00:00Z,57.0,,Republican Party
Mark Johnson,Rep_MarkJohnson,2010-04-08T00:00:00Z,130926441,male,United States of America,1957-01-01T00:00:00Z,63.0,,Republican Party
Mark Keam,MarkKeam,2008-09-03T00:00:00Z,16118322,male,South Korea,1966-05-10T00:00:00Z,54.0,,Democratic Party
Mark Kelly,CaptMarkKelly,,,male,United States of America,1964-02-21T00:00:00Z,56.0,shuttlecdrkelly,Democratic Party
Mark Kelly,CaptMarkKelly,,,male,United States of America,1964-02-21T00:00:00Z,56.0,shuttlecdrkelly,Democratic Party
Mark Kirk,SenatorKirk,2010-11-03T00:00:00Z,211588974,male,United States of America,1959-09-15T00:00:00Z,61.0,senatorkirk,Republican Party
Mark Leno,MarkLeno,2009-04-13T00:00:00Z,31035182,male,United States of America,1951-09-24T00:00:00Z,69.0,marklenoformayor,Democratic Party
